iter	Accuracy	Logloss
881	0.9944061532	0.0751014827
882	0.9945060434	0.07504774175
883	0.9946059335	0.07490699667
884	0.9946059335	0.07484027868
885	0.9946059335	0.07478155308
886	0.9947058236	0.07467364565
887	0.9947058236	0.07456191939
888	0.9947058236	0.07444317535
889	0.9947058236	0.07439540575
890	0.9945060434	0.07430329641
891	0.9947058236	0.07420850011
892	0.9946059335	0.07419180992
893	0.9946059335	0.07415042319
894	0.9946059335	0.0740806051
895	0.9945060434	0.07403431861
896	0.9946059335	0.07401791521
897	0.9945060434	0.07376162704
898	0.9946059335	0.07363316436
899	0.9946059335	0.07362174287
900	0.9945060434	0.07357648189
901	0.9947058236	0.07335130746
902	0.9947058236	0.07331970618
903	0.9947058236	0.07316385545
904	0.9948057137	0.07310571521
905	0.9948057137	0.07298846248
906	0.9948057137	0.07284301484
907	0.9948057137	0.07279729991
908	0.9948057137	0.0727655567
909	0.9947058236	0.07262883072
910	0.9948057137	0.07255765883
911	0.9948057137	0.07246138517
912	0.9949056038	0.07244607908
913	0.9949056038	0.07240707936
914	0.995005494	0.07233525269
915	0.9949056038	0.07218820367
916	0.9952052742	0.07202707104
917	0.9952052742	0.07195504468
918	0.9952052742	0.07193465068
919	0.9953051643	0.07178569821
920	0.9952052742	0.07164369021
921	0.9952052742	0.0714265263
922	0.9952052742	0.07140456335
923	0.995005494	0.07129792483
924	0.995005494	0.07120548945
925	0.995005494	0.07118218732
926	0.9951053841	0.07108442408
927	0.9952052742	0.07101384124
928	0.9953051643	0.07089818692
929	0.9953051643	0.07074397316
930	0.9951053841	0.07043394005
931	0.9949056038	0.07031259569
932	0.995005494	0.07020133999
933	0.995005494	0.07014459086
934	0.9951053841	0.07004522018
935	0.9949056038	0.06994533461
936	0.9949056038	0.06986862198
937	0.9952052742	0.06961258553
938	0.9952052742	0.06951808083
939	0.9955049446	0.06945489396
940	0.9956048347	0.06944764341
941	0.9956048347	0.0693970817
942	0.9957047248	0.06937861777
943	0.995904505	0.0693116713
944	0.9957047248	0.0692247047
945	0.9958046149	0.0691371016
946	0.9958046149	0.0691045623
947	0.9960043952	0.06891481194
948	0.9961042853	0.06885404299
949	0.9960043952	0.0687864478
950	0.9960043952	0.06872828963
951	0.9960043952	0.06872161319
952	0.9958046149	0.06858449991
953	0.9960043952	0.06853796827
954	0.9960043952	0.06849070117
955	0.9965038458	0.06836122658
956	0.9965038458	0.06835317572
957	0.9965038458	0.06829042707
958	0.9965038458	0.06824525084
959	0.9963040655	0.0680629539
960	0.9963040655	0.06796792057
961	0.9963040655	0.06785870676
962	0.9963040655	0.06782115773
963	0.9963040655	0.06772978533
964	0.9965038458	0.0676261949
965	0.9965038458	0.06758361955
966	0.9963040655	0.06748362831
967	0.9963040655	0.06740982546
968	0.9964039556	0.06728966508
969	0.9964039556	0.06723542245
970	0.9962041754	0.06706073127
971	0.9965038458	0.06692223692
972	0.9965038458	0.06684760517
973	0.9965038458	0.06670141062
974	0.9965038458	0.06667260642
975	0.9966037359	0.06664023399
976	0.9966037359	0.06660803751
977	0.9966037359	0.06659380209
978	0.9965038458	0.06645119036
979	0.9965038458	0.06635645235
980	0.9965038458	0.06624339345
981	0.9964039556	0.06613470823
982	0.9966037359	0.06603833342
983	0.9966037359	0.06590177234
984	0.9970032964	0.06566255215
985	0.9971031865	0.06554964956
986	0.9972030766	0.0654957511
987	0.9970032964	0.06539878035
988	0.9973029667	0.06521953083
989	0.9972030766	0.06511833172
990	0.9972030766	0.06505772768
991	0.9972030766	0.06501469295
992	0.9972030766	0.06487361379
993	0.9970032964	0.06474394522
994	0.9971031865	0.0646549512
995	0.9971031865	0.06457288037
996	0.9973029667	0.06446150616
997	0.9973029667	0.06436220583
998	0.9973029667	0.0642945285
999	0.9974028569	0.064145417
